DrugBank ID,drug_name,PX,ST_VIRUS,cleaned_smiles,scaffolds,clusters
,,5.36957,Hepatitis B virus,CC(C)[C@H](N)C(=O)SCCCOP(=O)(COCCn1cnc2c(N)ncnc21)OCCCOC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@H]3[C@@H](O)C[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,O=C(CCCC1CCC2C1CCC1C3CCCCC3CCC21)OCCCO[PH](=O)COCCn1cnc2cncnc21,855
,,5.36856,Influenza A virus,C=C(C(=O)OC)[C@@H]1CC[C@H](C)[C@H]2C(=C(C)C(=O)C2Cc2ccccc2Cl)C1,O=C1C=C2CCCCCC2C1Cc1ccccc1,865
,,5.36653,Influenza A virus,COc1c(O)cc2oc(-c3ccc(Br)cc3)cc(=O)c2c1O,O=c1cc(-c2ccccc2)oc2ccccc12,195
,Monochlorosulochrin,5.36653,Hepatitis C virus,COC(=O)c1cc(O)cc(OC)c1C(=O)c1c(O)cc(C)c(Cl)c1O,O=C(c1ccccc1)c1ccccc1,-1
,,5.36653,Influenza A virus,COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](C(=O)N[C@@H](Cc3ccccc3)C(=O)OC)O[C@H]2O[C@H]2CC[C@@]3(C)[C@@H](CC[C@]4(C)[C@@H]3C(=O)C=C3[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@]34C)C2(C)C)[C@H](O)[C@@H](O)[C@@H]1O,O=C(NCCc1ccccc1)C1CCCC(OC2CCC(C(=O)NCCc3ccccc3)OC2OC2CCC3C(CCC4C5CCC6CCCCC6C5=CC(=O)C34)C2)O1,-1
,,5.36653,Influenza A virus,COc1c(O)cc2oc(-c3cccc(Br)c3)cc(=O)c2c1O,O=c1cc(-c2ccccc2)oc2ccccc12,-1
,,5.36653,Hepatitis C virus,Nc1ccc(CNC(=O)NCC(=O)N2CCCC2c2cccc3ccccc23)cc1,O=C(NCC(=O)N1CCCC1c1cccc2ccccc12)NCc1ccccc1,-1
,,5.36506,Influenza A virus,C=C[C@H]1[C@H](O[C@@H]2O[C@H](COC(=O)CCCC(=O)O)[C@@H](OC(=O)CCCC(=O)O)[C@H](OC(=O)CCCC(=O)O)[C@H]2OC(=O)CCCC(=O)O)OC=C2C(=O)N3CCc4c([nH]c5ccccc45)[C@@H]3C[C@H]21,O=C1C2=COC(OC3CCCCO3)CC2CC2c3[nH]c4ccccc4c3CCN12,-1
,Aloperine,5.36452,Hepatitis C virus,C1=C2CCCN[C@H]2[C@@H]2C[C@@H]1[C@H]1CCCCN1C2,C1=C2CCCNC2C2CC1C1CCCCN1C2,-1
DB01211,Clarithromycin,5.36351,Ebola virus,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,O=C1CCCCOC(=O)CC(OC2CCCCO2)CC(OC2CCCCO2)CCC1,-1
,,5.36351,Hepatitis B virus,CCn1c([S+](O)CCN2C(=O)c3ccccc3C2=O)nc2cnc(Cl)nc21,O=C1c2ccccc2C(=O)N1CC[SH+]c1nc2cncnc2[nH]1,-1
,,5.36151,Hepatitis B virus,CCOC(=O)C1=C(CN2CCOCC2)NC(c2c(F)cc(F)cc2N2CCOCC2)=NC1c1ccc(F)cc1Cl,C1=C(CN2CCOCC2)NC(c2ccccc2N2CCOCC2)=NC1c1ccccc1,-1
,,5.36,Varicella zoster virus,C/C(=N\NC(=S)NNC(=S)c1ccc(Cl)cc1Cl)C12CC3CC(CC(C3)C1)C2,S=C(NN=CC12CC3CC(CC(C3)C1)C2)NNC(=S)c1ccccc1,-1
,,5.36,Respiratory syncytial virus,O=C1Nc2ccccc2C(c2ccccc2)=N[C@@H]1NC(=O)[C@H]1CCCN1c1c(F)c(F)nc(F)c1F,O=C1Nc2ccccc2C(c2ccccc2)=NC1NC(=O)C1CCCN1c1ccncc1,-1
,,5.35655,Hepatitis C virus,Cc1ccc(-n2nc(C(=O)Nc3ccc(NS(C)(=O)=O)cc3)c3c2-c2ccccc2S(=O)(=O)N3C)cc1,O=C(Nc1ccccc1)c1nn(-c2ccccc2)c2c1NS(=O)(=O)c1ccccc1-2,872
,,5.35655,Hepatitis B virus,COCC(=O)OC(C)(C)[C@H](OC(C)=O)[C@H](C[C@@H](C)C1=C2C[C@H](OC(C)=O)[C@H]3[C@@]4(C)CCC(=O)C(C)(C)[C@@H]4CC[C@]3(C)[C@@]2(C)CC1)OC(C)=O,O=C1CCC2C(CCC3C4CCC=C4CCC23)C1,191
,,5.35655,Hepatitis B virus,CC(C)(C)[Si](OCCc1c(Nn2nnc3ccccc32)nc2ccc(Cl)cc2c1-c1ccccc1Cl)(c1ccccc1)c1ccccc1,c1ccc(-c2c(CCO[SiH](c3ccccc3)c3ccccc3)c(Nn3nnc4ccccc43)nc3ccccc23)cc1,-1
,,5.35655,Hepatitis C virus,Cc1cn([C@@H]2O[C@H](CO[Si](C)(C)C(C)(C)C)[C@@]3(OS(=O)(=O)C=C3N)[C@H]2O[Si](C)(C)C(C)(C)C)c(=O)n(C(=O)CCCC(=O)N(C)C)c1=O,O=c1ccn(C2CC3(C=CS(=O)(=O)O3)CO2)c(=O)[nH]1,-1
,,5.35655,Influenza A virus,CC(=O)N[C@H]1[C@H](O[C@@H]2c3ccc(c(Cl)c3)Oc3cc4cc(c3O)Oc3ccc(cc3Cl)C[C@H]3NC(=O)[C@H](n5cc(COc6cccc7ccccc67)nn5)c5ccc(O)c(c5)Oc5cc(O)cc(c5)[C@H](NC3=O)C(=O)N[C@H]4C(=O)N[C@H]3C(=O)N[C@@H]2C(=O)N[C@H](C(=O)O)c2cc(O)cc(O)c2-c2cc3ccc2O)O[C@H](CO)[C@@H](O)[C@@H]1O,O=C1NC2C(=O)NC3C(=O)NC4C(=O)NC(C(=O)NCc5ccccc5-c5cccc4c5)C(OC4CCCCO4)c4ccc(cc4)Oc4cc(cc3c4)Oc3ccc(cc3)CC1NC(=O)C(n1cc(COc3cccc4ccccc34)nn1)c1cccc(c1)Oc1cccc2c1,-1
,,5.35655,Influenza A virus,CC(=O)N[C@H]1[C@H](O[C@H]2[C@@H](O)[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](CO)O[C@@H](n4cc(-c5ccc(-c6cn(CCCC(=O)Nc7cccc(-c8cc(-c9cccc(NC(=O)CCCn%10cc(-c%11ccc(-c%12cn([C@@H]%13O[C@H](CO)[C@@H](O[C@@H]%14O[C@H](CO)[C@H](O)[C@H](O[C@@H]%15O[C@H](CO)[C@@H](O[C@@H]%16O[C@H](CO[C@]%17(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O%17)[C@H](O)[C@H](O)[C@H]%16O)[C@H](O)[C@H]%15NC(C)=O)[C@H]%14O)[C@H](O)[C@H]%13O)nn%12)cc%11)nn%10)c9)cc(-c9cccc(NC(=O)CCCn%10cc(-c%11ccc(-c%12cn([C@@H]%13O[C@H](CO)[C@@H](O[C@@H]%14O[C@H](CO)[C@H](O)[C@H](O[C@@H]%15O[C@H](CO)[C@@H](O[C@@H]%16O[C@H](CO[C@]%17(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O%17)[C@H](O)[C@H](O)[C@H]%16O)[C@H](O)[C@H]%15NC(C)=O)[C@H]%14O)[C@H](O)[C@H]%13O)nn%12)cc%11)nn%10)c9)c8)c7)nn6)cc5)nn4)[C@H](O)[C@H]3O)[C@@H]2O)O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO[C@]3(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O3)[C@H](O)[C@H](O)[C@H]2O)[C@@H]1O,O=C(CCCn1cc(-c2ccc(-c3cn(C4CCC(OC5CC(OC6CCC(OC7CCCC(COC8CCCCO8)O7)CO6)CCO5)CO4)nn3)cc2)nn1)Nc1cccc(-c2cc(-c3cccc(NC(=O)CCCn4cc(-c5ccc(-c6cn(C7CCC(OC8CC(OC9CCC(OC%10CCCC(COC%11CCCCO%11)O%10)CO9)CCO8)CO7)nn6)cc5)nn4)c3)cc(-c3cccc(NC(=O)CCCn4cc(-c5ccc(-c6cn(C7CCC(OC8CC(OC9CCC(OC%10CCCC(COC%11CCCCO%11)O%10)CO9)CCO8)CO7)nn6)cc5)nn4)c3)c2)c1,-1
,,5.35,Varicella zoster virus,Nc1nc2c(ncn2/C=C2\C(F)C2CO)c(=O)[nH]1,O=c1[nH]cnc2c1ncn2C=C1CC1,859
,,5.35,Cytomegalovirus,CCCCCCCC/C=C\CCCCCCCCO[C@H]1O[C@H](COP(=O)(O)C(=O)O)[C@@H](O)[C@H](O)[C@H]1O,C1CCOCC1,838
,,5.35,Varicella zoster virus,Nc1ncnc2c1ncn2/C=C1\C(F)C1CO,C(=C1CC1)n1cnc2cncnc21,572
,,5.35,Varicella zoster virus,Nc1ncnc2c1ncn2/C=C1/C(F)C1CO,C(=C1CC1)n1cnc2cncnc21,572
,alpha-NETA,5.35,Marburg virus,C[N+](C)(C)CCC(=O)c1cccc2ccccc12,c1ccc2ccccc2c1,-1
,,5.35,Cytomegalovirus,Cc1cc(Sc2ccc(N)cc2)cn2c(CSCCc3ccccc3)cnc12,c1ccc(CCSCc2cnc3ccc(Sc4ccccc4)cn23)cc1,-1
,,5.34872,Hepatitis C virus,C[C@]1(CO)O[C@@H](n2cc(-c3cc4ccccc4o3)c3c(N)ncnc32)[C@H](O)[C@@H]1O,c1ccc2oc(-c3cn(C4CCCO4)c4ncncc34)cc2c1,-1
,TMP-269,5.34679,Hepatitis C virus,O=C(NCC1(c2nc(-c3ccccc3)cs2)CCOCC1)c1cccc(-c2noc(C(F)(F)F)n2)c1,O=C(NCC1(c2nc(-c3ccccc3)cs2)CCOCC1)c1cccc(-c2ncon2)c1,-1
,,5.34679,Hepatitis B virus,O=c1[nH]c(=O)n(COCCO)cc1Cl,O=c1cc[nH]c(=O)[nH]1,-1
,,5.34679,Hepatitis C virus,O=C(c1cc2c(C(F)(F)F)cc(-c3ccccc3)nc2s1)N1CCOCC1,O=C(c1cc2ccc(-c3ccccc3)nc2s1)N1CCOCC1,-1
,,5.34679,Hepatitis B virus,[N-]=[N+]=NCCc1c(N=[N+]=[N-])nc2ccc(Cl)cc2c1-c1ccccc1Cl,c1ccc(-c2ccnc3ccccc23)cc1,-1
,,5.34679,Influenza A virus,O=c1cc(-c2cccc(Br)c2)oc2cc(O)c(O)c(O)c12,O=c1cc(-c2ccccc2)oc2ccccc12,-1
,,5.34679,Influenza A virus,O=c1cc(-c2ccc(Br)cc2)oc2cc(O)c(O)c(O)c12,O=c1cc(-c2ccccc2)oc2ccccc12,-1
,,5.34679,Influenza A virus,CC(C)CC1=N/C(=C\c2ccc(O)cc2)C(=O)N(O)C1=O,O=C1C=NC(=Cc2ccccc2)C(=O)N1,-1
,,5.34679,Hepatitis B virus,CNC(=O)c1ccc2c(c1)nc(-c1cscn1)n2C,c1ccc2[nH]c(-c3cscn3)nc2c1,-1
,,5.34242,Influenza A virus,COc1cc(CN2CCN(C(=O)C3=CC=CC3)CC2)c2cc3[n+](cc2c1O)CCc1cc2c(cc1-3)OCO2,O=C(C1=CC=CC1)N1CCN(Cc2cccc3c[n+]4c(cc23)-c2cc3c(cc2CC4)OCO3)CC1,-1
,CCC-0975,5.34199,Hepatitis B virus,O=C(CN(c1cc(C(F)(F)F)ccc1Cl)S(=O)(=O)c1ccccc1)NCc1ccncc1,O=C(CN(c1ccccc1)S(=O)(=O)c1ccccc1)NCc1ccncc1,-1
,,5.34,Zika virus,CC(C)N(CCCNC(=O)Nc1cccc(C(F)(F)F)c1)C[C@H]1O[C@@H](n2cnc3c(NCc4cccc(Cl)c4)ncnc32)[C@H](O)[C@@H]1O,O=C(NCCCNCC1CCC(n2cnc3c(NCc4ccccc4)ncnc32)O1)Nc1ccccc1,873
,ZSM-I-89F,5.34,Epstein Barr virus,Cc1cn(/C=C2/CC2(CO)CO)c(=O)[nH]c1=O,O=c1ccn(C=C2CC2)c(=O)[nH]1,-1
,RI-57,5.34,Dengue virus,CSCC[C@@H](NC(=O)[C@H](NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H](Cc1cnc[nH]1)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@@H](Cc1cnc[nH]1)NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H]1CCCN1C(=O)[C@@H](Cc1ccc(O)cc1)NC(=O)[C@@H](CC(N)=O)NC(=O)[C@H]1CCCN1C(=O)CNC(=O)[C@@H](CCCCN)NC(=O)[C@@H](CC(N)=O)NC(=O)[C@@H](CCCCN)NC(=O)[C@@H](CCC(N)=O)NC(=O)[C@@H](CC(N)=O)NC(=O)[C@@H](CCC(N)=O)NC(=O)[C@@H](CCC(N)=O)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H]1CCCN1)C(C)C)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](CCCNC(=N)N)C(=O)O,O=C(CNC(=O)CNC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)CNC(=O)C(Cc1cnc[nH]1)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1ccccc1)NC(=O)C(Cc1cnc[nH]1)NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)C1CCCN1C(=O)C(Cc1ccccc1)NC(=O)CNC(=O)C1CCCN1C(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C1CCCN1)NCCc1c[nH]c2ccccc12,-1
,,5.34,Cytomegalovirus,N#Cc1c(-c2ccc(C(F)(F)F)cc2)cc(-c2ccc(C(F)(F)F)cc2)c2c(N)ncnc12,c1ccc(-c2cc(-c3ccccc3)c3cncnc3c2)cc1,-1
,,5.34,Dengue virus,COC(=O)c1[nH]c2ccc(Cl)cc2c1C(=O)c1cc(OC)c(O)c(OC)c1,O=C(c1ccccc1)c1c[nH]c2ccccc12,-1
,,5.34,Varicella zoster virus,COC1=C(OC)/C(=C/COP(=O)(O)COCCn2cnc3c(N)ncnc32)OC1=O,O=C1C=CC(=CCO[PH](=O)COCCn2cnc3cncnc32)O1,-1
,,5.34,Herpes simplex virus,O=[N+]([O-])c1c(N2CCC[N+]3(CC2)CC[N+]2(CCCNCC2)CC3)ncnc1N1CCC[N+]2(CC1)CC[N+]1(CCCNCC1)CC2,c1nc(N2CCC[N+]3(CC2)CC[N+]2(CCCNCC2)CC3)cc(N2CCC[N+]3(CC2)CC[N+]2(CCCNCC2)CC3)n1,-1
,,5.34,Enterovirus,O=C[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](Cc1ccccc1)NC(=O)Cc1ccccc1Cl,O=C(Cc1ccccc1)NC(Cc1ccccc1)C(=O)NCCC1CCNC1=O,-1
,,5.34,Dengue virus,C#Cc1cn([C@@H]2O[C@](C)(CO)[C@@H](O)[C@H]2O)c2ncnc(N)c12,c1ncc2ccn(C3CCCO3)c2n1,-1
DB06595,Midostaurin,5.33724,Hepatitis C virus,CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,O=C(NC1CC2OC(C1)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O)c1ccccc1,-1
,Deoxyfunicone,5.33724,Hepatitis C virus,C/C=C/c1cc(=O)c(C(=O)c2c(OC)cc(OC)cc2C(=O)OC)co1,O=C(c1ccccc1)c1coccc1=O,-1
,,5.33724,Hepatitis C virus,COc1ccc2c(Oc3ccc([C@@H]4NC(=O)[C@@H](NC(=O)OC(C)(C)C)CCCCC/C=C\[C@@H]5C[C@@]5(C(=O)NS(=O)(=O)C5CC5)NC4=O)cc3)cc(-c3ccccc3)nc2c1,O=C1CCCCCCC=CC2CC2(C(=O)NS(=O)(=O)C2CC2)NC(=O)C(c2ccc(Oc3cc(-c4ccccc4)nc4ccccc34)cc2)N1,-1
,,5.33724,Influenza A virus,O=[N+]([O-])c1ccc(N2CCN(Cc3cnnn3Cc3ccccc3)CC2)c([N+](=O)[O-])c1,c1ccc(Cn2nncc2CN2CCN(c3ccccc3)CC2)cc1,-1
,,5.33595,Influenza B virus,C=C(C(=O)NCc1cn(Cc2ccc(Cl)cc2)nn1)[C@H]1CC[C@H](C)[C@@H]2CC(=O)C(C)=C2C1,C=C(C(=O)NCc1cn(Cc2ccccc2)nn1)C1CCCC2CC(=O)C=C2C1,868
,,5.33161,Hepatitis C virus,CC(=O)c1cc(Cl)c(F)cc1NCC(=O)Nc1ccccc1C(=O)O,O=C(CNc1ccccc1)Nc1ccccc1,874
DB01232,Saquinavir mesilate,5.33161,Coronavirus,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1,O=C(CNC(=O)c1ccc2ccccc2n1)NC(CCN1CCC2CCCCC2C1)Cc1ccccc1,-1
DB05667,Ketoconazole,5.33,Rhinovirus,CC(=O)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,c1ccc(C2(Cn3ccnc3)OCC(COc3ccc(N4CCNCC4)cc3)O2)cc1,-1
,Aspergilol H,5.33,Herpes simplex virus,CC(=O)CCCC(c1c(C)cc(Oc2cc(C)cc(O)c2)cc1O)c1c(O)cc2c(c1O)C(=O)c1c(O)cc(O)cc1C2=O,O=C1c2ccccc2C(=O)c2cc(Cc3ccc(Oc4ccccc4)cc3)ccc21,-1
,,5.3279,Influenza A virus,CO[C@H]1[C@@H]2O[C@H]3O[C@H](Cn4cc(CNC(=O)[C@]56CCC(C)(C)C[C@H]5C5=CC[C@@H]7[C@@]8(C)CC[C@H](O)C(C)(C)[C@@H]8CC[C@@]7(C)[C@]5(C)C[C@H]6O)nn4)[C@@H](O[C@H]4O[C@H](Cn5cc(CNC(=O)[C@]67CCC(C)(C)C[C@H]6C6=CC[C@@H]8[C@@]9(C)CC[C@H](O)C(C)(C)[C@@H]9CC[C@@]8(C)[C@]6(C)C[C@H]7O)nn5)[C@@H](O[C@H]5O[C@H](Cn6cc(CNC(=O)[C@]78CCC(C)(C)C[C@H]7C7=CC[C@@H]9[C@@]%10(C)CC[C@H](O)C(C)(C)[C@@H]%10CC[C@@]9(C)[C@]7(C)C[C@H]8O)nn6)[C@@H](O[C@H]6O[C@H](Cn7cc(CNC(=O)[C@]89CCC(C)(C)C[C@H]8C8=CC[C@@H]%10[C@@]%11(C)CC[C@H](O)C(C)(C)[C@@H]%11CC[C@@]%10(C)[C@]8(C)C[C@H]9O)nn7)[C@@H](O[C@H]7O[C@H](Cn8cc(CNC(=O)[C@]9%10CCC(C)(C)C[C@H]9C9=CC[C@@H]%11[C@@]%12(C)CC[C@H](O)C(C)(C)[C@@H]%12CC[C@@]%11(C)[C@]9(C)C[C@H]%10O)nn8)[C@@H](O[C@H]8O[C@H](Cn9cc(CNC(=O)[C@]%10%11CCC(C)(C)C[C@H]%10C%10=CC[C@@H]%12[C@@]%13(C)CC[C@H](O)C(C)(C)[C@@H]%13CC[C@@]%12(C)[C@]%10(C)C[C@H]%11O)nn9)[C@@H](O[C@@H](O[C@@H]2Cn2cc(CNC(=O)[C@]9%10CCC(C)(C)C[C@H]9C9=CC[C@@H]%11[C@@]%12(C)CC[C@H](O)C(C)(C)[C@@H]%12CC[C@@]%11(C)[C@]9(C)C[C@H]%10O)nn2)[C@@H]1OC)[C@H](OC)[C@H]8OC)[C@H](OC)[C@H]7OC)[C@H](OC)[C@H]6OC)[C@H](OC)[C@H]5OC)[C@H](OC)[C@H]4OC)[C@H](OC)[C@H]3OC,O=C(NCc1cn(CC2OC3CCC2OC2CCC(OC4CCC(OC5CCC(OC6CCC(OC7CCC(OC8CCC(O3)C(Cn3cc(CNC(=O)C9%10CCCCC9C9=CCC%11C%12CCCCC%12CCC%11C9CC%10)nn3)O8)C(Cn3cc(CNC(=O)C89CCCCC8C8=CCC%10C%11CCCCC%11CCC%10C8CC9)nn3)O7)C(Cn3cc(CNC(=O)C78CCCCC7C7=CCC9C%10CCCCC%10CCC9C7CC8)nn3)O6)C(Cn3cc(CNC(=O)C67CCCCC6C6=CCC8C9CCCCC9CCC8C6CC7)nn3)O5)C(Cn3cc(CNC(=O)C56CCCCC5C5=CCC7C8CCCCC8CCC7C5CC6)nn3)O4)C(Cn3cc(CNC(=O)C45CCCCC4C4=CCC6C7CCCCC7CCC6C4CC5)nn3)O2)nn1)C12CCCCC1C1=CCC3C4CCCCC4CCC3C1CC2,875
,,5.3279,Hepatitis C virus,OC[C@H]1O[C@@H](n2c3ccc(Cl)cc3c3c(Cl)ncnc32)[C@H](F)[C@@H]1O,c1ccc2c(c1)c1cncnc1n2C1CCCO1,842
DB15584,Digitoflavone,5.3279,Hepatitis C virus,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,O=c1cc(-c2ccccc2)oc2ccccc12,179
,,5.3279,Hepatitis B virus,CCC(=O)O[C@H]1C[C@@H]2C(=CC[C@H]3[C@]4(C)C[C@@H](O)C([C@@](C)(O)C(=O)CCC(C)(C)OC(C)=O)[C@@]4(C)CC(=O)[C@]32C)C(C)(C)[C@@H]1O,O=C1CC2CCCC2C2CC=C3CCCCC3C12,-1
,,5.3279,Hepatitis C virus,C=Cc1ccc(CN2C[C@@H]3CCCN4CCC[C@@H]([C@H]34)[C@H]2CCCC(=O)O)cc1,c1ccc(CN2CC3CCCN4CCCC(C2)C34)cc1,-1
,,5.3279,Hepatitis C virus,Nc1ncnc2c1ncn2[C@@H]1O[C@](F)(CO)[C@@H](F)[C@H]1O,c1ncc2ncn(C3CCCO3)c2n1,-1
,,5.3279,SARS-CoV,CCCCCCCCCCN1[C@H](CO)[C@@H](O)[C@H](O)[C@H]1CNC(=O)C1Cc2ccccc21,O=C(NCC1CCCN1)C1Cc2ccccc21,-1
,,5.32698,Hepatitis C virus,CC(=O)N[C@]12CCC(C)(C)C[C@H]1C1=CC[C@@H]3[C@@]4(C)CC[C@H](O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,C1=C2C3CCCCC3CCC2C2CCC3CCCCC3C2C1,861
,,5.32683,Influenza A virus,CC(=O)Nc1c(NC(=N)N)cc(C(=O)O)c(O)c1Br,c1ccccc1,853
,,5.32212,Influenza A virus,c1ccc(CN2CCN(CCN3CCN(Cc4ccccc4)CC3)CC2)cc1,c1ccc(CN2CCN(CCN3CCN(Cc4ccccc4)CC3)CC2)cc1,-1
,,5.32057,Influenza A virus,C#CCN1C=C2C(=O)[C@@](C)(OC(C)=O)C(=O)C(Cl)=C2C=C1/C=C/C(C)=C/[C@@H](C)CC,O=C1C=C2C=CNC=C2C(=O)C1,-1
,,5.32,Herpes simplex virus,CC(C(/C=N/NC(=S)Nc1ccc(Cl)cc1)=N\NC(=S)Nc1ccc(Cl)cc1)N1C(=O)c2ccccc2C1=O,O=C1c2ccccc2C(=O)N1CC(C=NNC(=S)Nc1ccccc1)=NNC(=S)Nc1ccccc1,863
,"4,5-di-O-Caffeoylquinic acid",5.32,Respiratory syncytial virus,O=C(/C=C/c1ccc(O)c(O)c1)O[C@H]1[C@H](O)C[C@](O)(C(=O)O)C[C@H]1OC(=O)/C=C/c1ccc(O)c(O)c1,O=C(C=Cc1ccccc1)OC1CCCCC1OC(=O)C=Cc1ccccc1,171
DB01141,Micafungin sodium,5.32,Rhinovirus,CCCCCOc1ccc(-c2cc(-c3ccc(C(=O)N[C@H]4C[C@@H](O)[C@@H](O)NC(=O)[C@@H]5[C@@H](O)[C@@H](C)CN5C(=O)[C@H]([C@H](O)CC(N)=O)NC(=O)[C@H]([C@H](O)[C@@H](O)c5ccc(O)c(OS(=O)(=O)O)c5)NC(=O)[C@@H]5C[C@@H](O)CN5C(=O)[C@H]([C@@H](C)O)NC4=O)cc3)no2)cc1,O=C(NC1CCCNC(=O)C2CCCN2C(=O)CNC(=O)C(CCc2ccccc2)NC(=O)C2CCCN2C(=O)CNC1=O)c1ccc(-c2cc(-c3ccccc3)on2)cc1,-1
,LCTA-949,5.32,Dengue virus,CC(C)(C)OC(=O)N[C@H]1C(=O)N[C@@H]2Cc3ccc(c(Cl)c3)Oc3cc4cc(c3O)Oc3ccc(cc3Cl)[C@@H](O)[C@@H]3NC(=O)[C@H](NC(=O)[C@@H]4NC(=O)[C@@H](NC2=O)c2cc(O)cc(c2)Oc2cc1ccc2O)c1ccc(O)c(c1)-c1c(O)cc(O)cc1[C@@H](C(=O)NC1[C@H]2C[C@@H]4C[C@@H](C[C@H]1C4)C2)NC3=O,O=C1Cc2cccc(c2)Oc2cccc(c2)C2NC(=O)C(Cc3ccc(cc3)Oc3cc4cc(c3)C(NC2=O)C(=O)NC2C(=O)NC(Cc3ccc(cc3)O4)C(=O)NC(C(=O)NC3C4CC5CC(C4)CC3C5)c3ccccc3-c3cccc2c3)N1,-1
DB04216,Quercetin,5.32,Cytomegalovirus,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,O=c1cc(-c2ccccc2)oc2ccccc12,-1
,ZS-102,5.32,Ebola virus,CCN(CC)CCCNc1ccnc2c(NCCCN(CC)CC)ccnc12,c1cnc2cccnc2c1,-1
,,5.32,Cytomegalovirus,Nc1ccn(CC2CC(P(=O)(O)O)=C(c3ccc(Cl)cc3)O2)c(=O)n1,O=c1ncccn1CC1CC=C(c2ccccc2)O1,-1
,,5.32,Ebola virus,Clc1ccc(CN2CCCC3=C[C@H]4C[C@H](CN5CCCC[C@H]45)[C@@H]32)cc1Cl,C1=C2CCCN(Cc3ccccc3)C2C2CC1C1CCCCN1C2,-1
,,5.32,Herpes simplex virus,[C][C][C][C][C]c1ccc(-c2[c]c3[c]n([C][C]=C([C][O])[C][O])c(=O)nc3o2)cc1,O=c1nc2oc(-c3ccccc3)[c]c2[c][nH]1,-1
,,5.32,Adenovirus,Nc1cnn([C@H]2C=C[C@@H](CO)O2)c(=O)n1,O=c1nccnn1C1C=CCO1,-1
,,5.31876,Hepatitis C virus,COC(=O)[C@H](C)NP(=O)(Oc1cccc2ccccc12)OC(C)[C@H]1O[C@@H](n2ccc3c(N)ncnc32)[C@](C)(O)[C@@H]1O,O=[PH](OCC1CCC(n2ccc3cncnc32)O1)Oc1cccc2ccccc12,849
,,5.31876,Hepatitis C virus,CCOC(=O)N1[C@H](CO)C[C@@H](O)[C@@H]1n1cc(F)c(=O)[nH]c1=O,O=c1ccn(C2CCCN2)c(=O)[nH]1,271
